	imitation_id	imitation_filename	category_id	category_d1	category_d2	category_d3	category_d4	category_d5	category_d6	reference_filename	included	draft	training	participant_id	satisfaction	participants_sound_recording_description	participants_sound_recording_description_confidence
10009	10009	269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van-5735995932672000.wav	269	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Ice cream truck, ice cream van		269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van_reference.wav	True	False	False	5159700000000000.0	Completely dissatisfied	calling bell sound	Confident
10010	10010	269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van-5760970899062784.wav	269	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Ice cream truck, ice cream van		269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van_reference.wav	True	False	False	6637040000000000.0	Mostly satisfied	music ice cream car playing	Confident
10011	10011	269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van-5811143364837376.wav	269	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Ice cream truck, ice cream van		269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van_reference.wav	True	False	False	5608020000000000.0	Somewhat satisfied	ice cream truck	Confident
10012	10012	269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van-5855053231423488.wav	269	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Ice cream truck, ice cream van		269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van_reference.wav	True	False	False	4848620000000000.0	Neither satisfied or dissatisfied	Car reverse tone	Neutral
10013	10013	269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van-5926531150905344.wav	269	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Ice cream truck, ice cream van		269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van_reference.wav	True	False	False	4704250000000000.0	Somewhat dissatisfied	ice cream truck music	Confident
10014	10014	269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van-5933492219150336.wav	269	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Ice cream truck, ice cream van		269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van_reference.wav	True	False	False	5148880000000000.0	Mostly dissatisfied	game sound	Confident
10015	10015	269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van-5943804704063488.wav	269	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Ice cream truck, ice cream van		269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van_reference.wav	False	True	False	4704250000000000.0			
10016	10016	269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van-5990911905366016.wav	269	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Ice cream truck, ice cream van		269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van_reference.wav	False	True	False	6356470000000000.0			
10017	10017	269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van-6006807310893056.wav	269	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Ice cream truck, ice cream van		269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van_reference.wav	False	True	False	5148880000000000.0			
10018	10018	269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van-6051195797897216.wav	269	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Ice cream truck, ice cream van		269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van_reference.wav	False	False	True	6042220000000000.0	Somewhat satisfied	ice cream truck	Very confident
10019	10019	269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van-6136375468359680.wav	269	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Ice cream truck, ice cream van		269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van_reference.wav	False	True	False	4995440000000000.0			
10020	10020	269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van-6189707151015936.wav	269	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Ice cream truck, ice cream van		269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van_reference.wav	True	False	False	6083060000000000.0	Somewhat satisfied	ice cream truck	Confident
10021	10021	269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van-6193060446732288.wav	269	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Ice cream truck, ice cream van		269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van_reference.wav	False	True	False	6016450000000000.0			
10022	10022	269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van-6203420981592064.wav	269	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Ice cream truck, ice cream van		269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van_reference.wav	True	False	False	5642550000000000.0	Mostly satisfied	Door bell ringing	Very confident
10023	10023	269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van-6241335073832960.wav	269	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Ice cream truck, ice cream van		269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van_reference.wav	False	True	False	4704250000000000.0			
10024	10024	269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van-6273189772525568.wav	269	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Ice cream truck, ice cream van		269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van_reference.wav	False	True	False	5148880000000000.0			
10025	10025	269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van-6310300169011200.wav	269	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Ice cream truck, ice cream van		269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van_reference.wav	True	False	False	5072470000000000.0	Mostly satisfied	its an ice cream tuck song	Very confident
10026	10026	269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van-6314781967384576.wav	269	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Ice cream truck, ice cream van		269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van_reference.wav	False	True	False	6016450000000000.0			
10027	10027	269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van-6326967326474240.wav	269	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Ice cream truck, ice cream van		269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van_reference.wav	True	False	False	4820950000000000.0	Mostly dissatisfied	ringtone of an ice cream truck	Neutral
10028	10028	269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van-6548896876593152.wav	269	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Ice cream truck, ice cream van		269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van_reference.wav	False	True	False	4704250000000000.0			
10029	10029	269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van-6673322884464640.wav	269	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Ice cream truck, ice cream van		269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van_reference.wav	False	True	False	4847070000000000.0			
10030	10030	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-4754416053780480.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	True	False	False	4836780000000000.0	Completely satisfied	pressure cooker timer	Not at all confident
10031	10031	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-4794796530991104.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	True	False	5699560000000000.0			
10032	10032	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-4802323998048256.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	True	False	False	6394650000000000.0	Mostly dissatisfied	alarm	Not so confident
10033	10033	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-4805593810337792.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	False	True	5710840000000000.0	Neither satisfied or dissatisfied	car alarm?	Not so confident
10034	10034	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-4865163932991488.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	True	False	False	5714160000000000.0	Somewhat satisfied	truck backing up warning sound	Very confident
10035	10035	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-4898832450060288.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	True	False	5674070000000000.0			
10036	10036	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-4903437997178880.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	True	False	False	5196320000000000.0	Somewhat satisfied	truck backing up	Not so confident
10037	10037	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-4916395376640000.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	False	True	4807450000000000.0	Somewhat satisfied	backup beep	Confident
10038	10038	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-4917249001390080.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	True	False	False	5642550000000000.0	Completely satisfied	Signalling	Very confident
10039	10039	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-4918105042059264.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	True	False	5699560000000000.0			
10040	10040	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-4969061876236288.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	True	False	4704250000000000.0			
10041	10041	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-4990951713931264.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	True	False	False	6113030000000000.0	Mostly dissatisfied	Truck backing up	Very confident
10042	10042	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-5075109987483648.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	True	False	False	6210860000000000.0	Mostly satisfied	machine beeping	Neutral
10043	10043	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-5146486975234048.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	False	True	5751700000000000.0	Somewhat satisfied	back up alarm on truck	Very confident
10044	10044	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-5165000163328000.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	True	False	False	5674070000000000.0	Mostly satisfied	harmonica	Very confident
10045	10045	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-5177924793663488.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	True	False	False	5148880000000000.0	Somewhat satisfied	heartbeat machine sound.	Neutral
10046	10046	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-5195970098757632.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	True	False	False	4696610000000000.0	Completely satisfied	truck backing up	Very confident
10047	10047	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-5199294671880192.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	False	True	5094280000000000.0	Mostly satisfied	whistle	Very confident
10048	10048	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-5389799825342464.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	True	False	5699560000000000.0			
10049	10049	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-5406064866492416.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	True	False	5699560000000000.0			
10050	10050	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-5427961951944704.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	True	False	False	4704250000000000.0	Completely satisfied	backup alarm	Very confident
10051	10051	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-5653425186406400.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	True	True	5094280000000000.0			
10052	10052	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-5668515822436352.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	True	False	False	5736910000000000.0	Mostly satisfied	alarming sound	Confident
10053	10053	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-5679128418189312.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	True	False	False	5727270000000000.0	Mostly satisfied	TONE	Neutral
10054	10054	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-5693048138760192.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	True	False	False	5968160000000000.0	Somewhat satisfied	alarm	Very confident
10055	10055	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-5738886445662208.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	True	True	5094280000000000.0			
10056	10056	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-5761934313914368.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	False	True	5753630000000000.0	Somewhat satisfied	back up beeping of truck	Confident
10057	10057	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-5766596232478720.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	True	False	5148880000000000.0			
10058	10058	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-5850834231361536.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	True	False	False	5210770000000000.0	Somewhat satisfied	alarm sound	Confident
10059	10059	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-5889547187519488.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	True	False	5699560000000000.0			
10060	10060	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-5950228632961024.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	True	False	False	5699560000000000.0	Neither satisfied or dissatisfied	Beep sound	Neutral
10061	10061	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-5980602373242880.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	True	True	4807450000000000.0			
10062	10062	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-5995790719778816.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	True	True	5107300000000000.0			
10063	10063	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-6012249034457088.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	False	True	6214230000000000.0	Somewhat dissatisfied	a car backing up	Very confident
10064	10064	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-6015154579832832.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	True	False	5699560000000000.0			
10065	10065	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-6099823686057984.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	True	False	4704250000000000.0			
10066	10066	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-6195713125908480.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	True	False	False	4847070000000000.0	Mostly satisfied	sounds like an alarm	Not so confident
10067	10067	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-6233199332032512.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	False	True	5107300000000000.0	Somewhat satisfied	It sounded like a machine of some sort.	Confident
10068	10068	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-6363509713534976.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	True	False	False	5965060000000000.0	Somewhat satisfied	truck backing up	Very confident
10069	10069	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-6506968063672320.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	True	False	5699560000000000.0			
10070	10070	270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps-6575252406534144.wav	270	Sounds of things	Vehicle	Motor vehicle (road)	Truck	Reversing beeps		270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav	False	False	False	6486980000000000.0	Somewhat satisfied	reverse indicator sound	Very confident
10071	10071	271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell-4671612305539072.wav	271	Sounds of things	Vehicle	Non-motorized land vehicle	Bicycle	Bicycle bell		271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell_reference.wav	True	False	False	5073520000000000.0	Mostly satisfied	bike bell	Confident
10072	10072	271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell-4842258872401920.wav	271	Sounds of things	Vehicle	Non-motorized land vehicle	Bicycle	Bicycle bell		271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell_reference.wav	True	False	False	5194380000000000.0	Somewhat satisfied	mechanical Bell	Very confident
10073	10073	271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell-4941941036810240.wav	271	Sounds of things	Vehicle	Non-motorized land vehicle	Bicycle	Bicycle bell		271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell_reference.wav	False	True	False	5036660000000000.0			
10074	10074	271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell-5106848185188352.wav	271	Sounds of things	Vehicle	Non-motorized land vehicle	Bicycle	Bicycle bell		271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell_reference.wav	True	False	False	6006680000000000.0	Mostly satisfied	bell ringing	Very confident
10075	10075	271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell-5113759995527168.wav	271	Sounds of things	Vehicle	Non-motorized land vehicle	Bicycle	Bicycle bell		271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell_reference.wav	True	False	False	5700240000000000.0	Mostly satisfied	BELL SOUND	Confident
10076	10076	271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell-5336448815333376.wav	271	Sounds of things	Vehicle	Non-motorized land vehicle	Bicycle	Bicycle bell		271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell_reference.wav	False	True	False	5036660000000000.0			
10077	10077	271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell-5366431713591296.wav	271	Sounds of things	Vehicle	Non-motorized land vehicle	Bicycle	Bicycle bell		271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell_reference.wav	True	False	False	6331450000000000.0	Neither satisfied or dissatisfied	Bicycle bell ringing	Confident
10078	10078	271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell-5647308616105984.wav	271	Sounds of things	Vehicle	Non-motorized land vehicle	Bicycle	Bicycle bell		271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell_reference.wav	True	False	False	5154320000000000.0	Mostly satisfied	Cycle bell	Very confident
10079	10079	271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell-5658234744471552.wav	271	Sounds of things	Vehicle	Non-motorized land vehicle	Bicycle	Bicycle bell		271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell_reference.wav	True	False	False	5182110000000000.0	Completely satisfied	cycle bell ringing	Very confident
10080	10080	271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell-5666387129270272.wav	271	Sounds of things	Vehicle	Non-motorized land vehicle	Bicycle	Bicycle bell		271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell_reference.wav	False	False	True	5765030000000000.0	Somewhat satisfied	bike bell	Very confident
10081	10081	271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell-5671274802053120.wav	271	Sounds of things	Vehicle	Non-motorized land vehicle	Bicycle	Bicycle bell		271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell_reference.wav	True	False	False	5674690000000000.0	Mostly satisfied	Bicycle bell	Very confident
10082	10082	271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell-5672463165816832.wav	271	Sounds of things	Vehicle	Non-motorized land vehicle	Bicycle	Bicycle bell		271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell_reference.wav	True	False	False	5075450000000000.0	Somewhat satisfied	a phone	Confident
10083	10083	271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell-5676201666412544.wav	271	Sounds of things	Vehicle	Non-motorized land vehicle	Bicycle	Bicycle bell		271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell_reference.wav	True	False	False	5725850000000000.0	Mostly satisfied	a bell	Very confident
10084	10084	271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell-5693646749827072.wav	271	Sounds of things	Vehicle	Non-motorized land vehicle	Bicycle	Bicycle bell		271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell_reference.wav	False	False	True	5676580000000000.0	Neither satisfied or dissatisfied	cycle bell	Very confident
10085	10085	271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell-5698125863845888.wav	271	Sounds of things	Vehicle	Non-motorized land vehicle	Bicycle	Bicycle bell		271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell_reference.wav	True	False	False	5679720000000000.0	Mostly satisfied	bell ringing	Confident
10086	10086	271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell-5703417800425472.wav	271	Sounds of things	Vehicle	Non-motorized land vehicle	Bicycle	Bicycle bell		271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell_reference.wav	False	False	False	5182110000000000.0	Mostly satisfied	 Asses bray	Confident
10087	10087	271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell-5912345947668480.wav	271	Sounds of things	Vehicle	Non-motorized land vehicle	Bicycle	Bicycle bell		271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell_reference.wav	False	True	False	5036660000000000.0			
10088	10088	271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell-5984749701038080.wav	271	Sounds of things	Vehicle	Non-motorized land vehicle	Bicycle	Bicycle bell		271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell_reference.wav	False	False	False	6354100000000000.0	Somewhat satisfied	Cycle bell ringing	Very confident
10089	10089	271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell-6035267911680000.wav	271	Sounds of things	Vehicle	Non-motorized land vehicle	Bicycle	Bicycle bell		271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell_reference.wav	True	False	False	5724160000000000.0	Mostly satisfied	bicycle bell	Confident
